"id"	"abbrev"	"name"
"cpd16239"	"cll_433"	"(glycerol phosphate)(16)"
"cpd16240"	"cll_434"	"D-alanyl-D-galactosyl-poly(glycerol phosphate)"
"cpd16241"	"cll_465"	"I3A"
"cpd16242"	"cll_468"	"I3CA"
"cpd16243"	"cll_469"	"I3L"
"cpd16244"	"cll_473"	"MTAL"
"cpd16245"	"cll_485"	"PYRO"
"cpd16246"	"ppm"	"M_Polyprenyl_mannose"
"cpd16247"	"mycolateppm"	"M_PPM_mycolate___2_cyclopropanated_rings"
"cpd16248"	"mmycolateppm"	"M_PPM_methoxy_mycolate__2_cyclopropanated_rings"
"cpd16249"	"mmmycolateppm"	"M_PPM_methoxy_mycolate__1_cyclopropanated_ring"
"cpd16250"	"mkmycolateppm"	"M_PPM_keto_mycolate__1_cyclopropanated_rings"
"cpd16251"	"kmycolateppm"	"M_PPM_keto_mycolate__2_cyclopropanated_rings"
"cpd16252"	"tmm1"	"M_trehalose_mycolate___2_cyclopropanated_rings"
"cpd16253"	"tmm2"	"M_trehalose_methoxy_mycolate__2_cyclopropanated_rings"
"cpd16254"	"tmm3"	"M_trehalose_methoxy_mycolate__1_cyclopropanated_ring"
"cpd16255"	"tmm4"	"M_trehalose_keto_mycolate__1_cyclopropanated_rings"
"cpd16256"	"tmm5"	"M_trehalose_keto_mycolate__2_cyclopropanated_rings"
"cpd16257"	"butcoa"	"M_Butyrate_Coa"
"cpd16258"	"crotcoa"	"M_Crotonyl_Coa"
"cpd16259"	"3hbutcoa"	"M_3_Hydroxybutyryl_CoA"
"cpd16262"	"2mb2ecoa"	"M_2Methyl_but_2_enoyl_CoA"
"cpd16265"	"2kival"	"M_2_Keto_isovalerate"
"cpd16266"	"ibutcoa"	"M_Isobutyryl_CoA"
"cpd16267"	"macrycoa"	"M_Methylacrylyl_CoA"
"cpd16268"	"3hibutcoa"	"M_3_Hydroxy_isobutyryl_CoA"
"cpd16269"	"3hibut"	"M_3_Hydroxy_isobutyrate"
"cpd16270"	"rmmsa"	"M_R_Methylmalonate_semialdehyde"
"cpd16271"	"tmmp1"	"M_trehalose_mycolate_phosphate_2_cyclopropanated_rings"
"cpd16272"	"tmmp2"	"M_trehalose_methoxy_mycolate_phosphate_2_cyclopropanated_rings"
"cpd16273"	"tmmp3"	"M_trehalose_methoxy_mycolate_phosphate_1_cyclopropanated_ring"
"cpd16274"	"tmmp4"	"M_trehalose_keto_mycolate_phosphate_1_cyclopropanated_rings"
"cpd16275"	"tmmp5"	"M_trehalose_keto_mycolate_phosphate_2_cyclopropanated_rings"
"cpd16276"	"C3a anaphylatoxin"	"C3a anaphylatoxin"
"cpd16277"	"Fructoselysine 6-phosphate"	"Fructoselysine 6-phosphate"
"cpd16278"	"Kaempferol 3-O-beta-D-glucosylgalactoside"	"Kaempferol 3-O-beta-D-glucosylgalactoside"
"cpd16279"	"Isovitexin 2''-O-arabinoside"	"Isovitexin 2''-O-arabinoside"
"cpd16280"	"8-C-Glucosylnaringenin"	"8-C-Glucosylnaringenin"
"cpd16281"	"3beta,5beta-Ketodiol"	"3beta,5beta-Ketodiol"
"cpd16282"	"2,22-Dideoxyecdysone"	"2,22-Dideoxyecdysone"
"cpd16283"	"2-Deoxyecdysone"	"2-Deoxyecdysone"
"cpd16284"	"3-Epiecdysone"	"3-Epiecdysone"
"cpd16285"	"3-Dehydro-2-deoxyecdysone"	"3-Dehydro-2-deoxyecdysone"
"cpd16286"	"2,22-Dideoxy-3-dehydroecdysone"	"2,22-Dideoxy-3-dehydroecdysone"
"cpd16287"	"26-Hydroxyecdysone"	"26-Hydroxyecdysone"
"cpd16288"	"20,26-Dihydroxyecdysone"	"20,26-Dihydroxyecdysone"
"cpd16289"	"Farnesal"	"Farnesal"
"cpd16290"	"Farnesoic acid"	"Farnesoic acid"
"cpd16291"	"Methyl farnesoate"	"Methyl farnesoate"
"cpd16292"	"Juvenile hormone III acid"	"Juvenile hormone III acid"
"cpd16293"	"(10S)-Juvenile hormone III diol"	"(10S)-Juvenile hormone III diol"
"cpd16294"	"(10S)-Juvenile hormone III acid diol"	"(10S)-Juvenile hormone III acid diol"
"cpd16295"	"(10S)-Juvenile hormone III diol phosphate"	"(10S)-Juvenile hormone III diol phosphate"
"cpd16296"	"12-trans-Hydroxy juvenile hormone III"	"12-trans-Hydroxy juvenile hormone III"
"cpd16297"	"Diketol"	"Diketol"
"cpd16298"	"C5a anaphylatoxin"	"C5a anaphylatoxin"
"cpd16299"	"L-Homocysteic acid"	"L-Homocysteic acid"
"cpd16300"	"Palmidrol"	"Palmidrol"
"cpd16301"	"Docosapentaenoic acid"	"Docosapentaenoic acid"
"cpd16302"	"Beta-amyloid protein 40"	"Beta-amyloid protein 40"
"cpd16303"	"Beta-amyloid protein 42"	"Beta-amyloid protein 42"
"cpd16304"	"Glucomannan longer by one mannose unit"	"Glucomannan longer by one mannose unit"
"cpd16305"	"Phosphomannan"	"Phosphomannan"
"cpd16306"	"N-(Acetyloxy)benzenamine"	"N-(Acetyloxy)benzenamine"
"cpd16307"	"Acyl-protein thioester"	"Acyl-protein thioester"
"cpd16308"	"5-D-Glutamyl-D-glutamyl-peptide"	"5-D-Glutamyl-D-glutamyl-peptide"
"cpd16309"	"5-Hydroxybenzimidazolylcob(I)amide"	"5-Hydroxybenzimidazolylcob(I)amide"
"cpd16310"	"Flavonol 3-O-rutinoside"	"Flavonol 3-O-rutinoside"
"cpd16311"	"N-Benzoyl-4-methoxyanthranilate"	"N-Benzoyl-4-methoxyanthranilate"
"cpd16312"	"Co-Methyl-Co-5-hydroxybenzimidazolylcobamide"	"Co-Methyl-Co-5-hydroxybenzimidazolylcobamide"
"cpd16313"	"Variant-surface-glycoprotein 1,2-dimyristyl-sn-phosphatidylinositol"	"Variant-surface-glycoprotein 1,2-dimyristyl-sn-phosphatidylinositol"
"cpd16314"	"LPP"	"LPP"
"cpd16315"	"5-Hydroxy-2,4-dioxopentanoate"	"5-Hydroxy-2,4-dioxopentanoate"
"cpd16316"	"5,6alpha-Epoxy-5alpha-cholestane"	"5,6alpha-Epoxy-5alpha-cholestane"
"cpd16317"	"5alpha-Cholestan-5alpha,6beta-diol"	"5alpha-Cholestan-5alpha,6beta-diol"
"cpd16318"	"3-Seleninoalanine"	"3-Seleninoalanine"
"cpd16320"	"Pentosan"	"Pentosan"
"cpd16321"	"4,5-Dihydro-5,5-dimethyl-4-(3-oxobutyl)furan-2(3H)-one"	"4,5-Dihydro-5,5-dimethyl-4-(3-oxobutyl)furan-2(3H)-one"
"cpd16322"	"Dehydro-D-arabinono-1,4-lactone"	"Dehydro-D-arabinono-1,4-lactone"
"cpd16323"	"Atovaquone"	"Atovaquone"
"cpd16324"	"Azathioprine"	"Azathioprine"
"cpd16325"	"Ifosfamide"	"Ifosfamide"
"cpd16326"	"Lidocaine"	"Lidocaine"
"cpd16327"	"Valproic acid"	"Valproic acid"
"cpd16328"	"Loracarbef monohydrate"	"Loracarbef monohydrate"
"cpd16329"	"Doxifluridine"	"Doxifluridine"
"cpd16330"	"6-(2-Amino-2-carboxyethyl)-7,8-dioxo-1,2,3,4,7,8-hexahydroquinoline- 2,4-dicarboxylate"	"6-(2-Amino-2-carboxyethyl)-7,8-dioxo-1,2,3,4,7,8-hexahydroquinoline- 2,4-dicarboxylate"
"cpd16331"	"trans-Zeatin riboside monophosphate"	"trans-Zeatin riboside monophosphate"
"cpd16332"	"Indolylmethylthiohydroximate"	"Indolylmethylthiohydroximate"
"cpd16333"	"Indolylmethyl-desulfoglucosinolate"	"Indolylmethyl-desulfoglucosinolate"
"cpd16334"	"S-(Indolylmethylthiohydroximoyl)-L-cysteine"	"S-(Indolylmethylthiohydroximoyl)-L-cysteine"
"cpd16335"	"2-Succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate"	"2-Succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate"
"cpd16336"	"Isoprene"	"Isoprene"
"cpd16337"	"ETA"	"ETA"
"cpd16338"	"3'-N-Debenzoyl-2'-deoxytaxol"	"3'-N-Debenzoyl-2'-deoxytaxol"
"cpd16339"	"3'-N-Debenzoyltaxol"	"3'-N-Debenzoyltaxol"
"cpd16340"	"Icosadienoic acid"	"Icosadienoic acid"
"cpd16341"	"Icosenoic acid"	"Icosenoic acid"
"cpd16342"	"Adrenic acid"	"Adrenic acid"
"cpd16343"	"Behenoyl-CoA"	"Behenoyl-CoA"
"cpd16344"	"Icosenoyl-CoA"	"Icosenoyl-CoA"
"cpd16345"	"Docosenoyl-CoA"	"Docosenoyl-CoA"
"cpd16346"	"Nervonoyl-CoA"	"Nervonoyl-CoA"
"cpd16347"	"13,16-Docosadienoic acid"	"13,16-Docosadienoic acid"
"cpd16348"	"13,16,19-Docosatrienoic acid"	"13,16,19-Docosatrienoic acid"
"cpd16349"	"Nonadecylic acid"	"Nonadecylic acid"
"cpd16350"	"9E-Heptadecenoic acid"	"9E-Heptadecenoic acid"
"cpd16351"	"Pentadecylic acid"	"Pentadecylic acid"
"cpd16352"	"1,5-Anhydro-D-mannitol"	"1,5-Anhydro-D-mannitol"
"cpd16354"	"7-Hydroxychlorophyllide a"	"7-Hydroxychlorophyllide a"
"cpd16355"	"Chlorophyllide b"	"Chlorophyllide b"
"cpd16356"	"APC"	"APC"
"cpd16357"	"NPC"	"NPC"
"cpd16358"	"alpha-Hydroxytamoxifen"	"alpha-Hydroxytamoxifen"
"cpd16359"	"Tamoxifen N-oxide"	"Tamoxifen N-oxide"
"cpd16360"	"N-Desmethyltamoxifen"	"N-Desmethyltamoxifen"
"cpd16361"	"Endoxifen"	"Endoxifen"
"cpd16362"	"N,N-Didesmethyltamoxifen"	"N,N-Didesmethyltamoxifen"
"cpd16363"	"alpha-Hydroxy-N-desmethyltamoxifen"	"alpha-Hydroxy-N-desmethyltamoxifen"
"cpd16364"	"3-Dechloroethylifosfamide"	"3-Dechloroethylifosfamide"
"cpd16365"	"Alcophosphamide"	"Alcophosphamide"
"cpd16366"	"Nornitrogen mustard"	"Nornitrogen mustard"
"cpd16367"	"4-Hydroxyifosfamide"	"4-Hydroxyifosfamide"
"cpd16368"	"4-Ketoifosfamide"	"4-Ketoifosfamide"
"cpd16369"	"2-Dechloroethylifosfamide"	"2-Dechloroethylifosfamide"
"cpd16370"	"Aldoifosfamide"	"Aldoifosfamide"
"cpd16371"	"Carboxyifosfamide"	"Carboxyifosfamide"
"cpd16372"	"Alcoifosfamide"	"Alcoifosfamide"
"cpd16373"	"Isophosphamide mustard"	"Isophosphamide mustard"
"cpd16374"	"3-Hydroxylidocaine"	"3-Hydroxylidocaine"
"cpd16375"	"Monoethylglycinexylidide"	"Monoethylglycinexylidide"
"cpd16376"	"Glutathionylspermine"	"Glutathionylspermine"
"cpd16377"	"Bis(glutathionyl)spermine"	"Bis(glutathionyl)spermine"
"cpd16378"	"Bis(glutathionyl)spermine disulfide"	"Bis(glutathionyl)spermine disulfide"
"cpd16379"	"Aminopropylcadaverine"	"Aminopropylcadaverine"
"cpd16380"	"Glutathionylaminopropylcadaverine"	"Glutathionylaminopropylcadaverine"
"cpd16381"	"Homotrypanothione"	"Homotrypanothione"
"cpd16382"	"Homotrypanothione disulfide"	"Homotrypanothione disulfide"
"cpd16383"	"GX"	"GX"
"cpd16384"	"3,5-Dimethyl-4-aminophenol"	"3,5-Dimethyl-4-aminophenol"
"cpd16385"	"2-Amino-3-methylbenzate"	"2-Amino-3-methylbenzate"
"cpd16386"	"3-Hydroxymonoethylglycinexylidide"	"3-Hydroxymonoethylglycinexylidide"
"cpd16387"	"3'-Hydroxyropivacaine"	"3'-Hydroxyropivacaine"
"cpd16388"	"4'-Hydroxyropivacaine"	"4'-Hydroxyropivacaine"
"cpd16389"	"(S)-2',6'-Pipecoloxylidide"	"(S)-2',6'-Pipecoloxylidide"
"cpd16390"	"Norcodeine"	"Norcodeine"
"cpd16391"	"Codeine-6-glucuronide"	"Codeine-6-glucuronide"
"cpd16392"	"Morphine-6-glucuronide"	"Morphine-6-glucuronide"
"cpd16393"	"2-Hydroxyfelbamate"	"2-Hydroxyfelbamate"
"cpd16394"	"p-Hydroxyfelbamate"	"p-Hydroxyfelbamate"
"cpd16395"	"2-Phenyl-1,3-propanediol monocarbamate"	"2-Phenyl-1,3-propanediol monocarbamate"
"cpd16396"	"3-Carbamoyl-2-phenylpropionaldehyde"	"3-Carbamoyl-2-phenylpropionaldehyde"
"cpd16397"	"2-Oxopimelate"	"2-Oxopimelate"
"cpd16398"	"2-Oxosuberate"	"2-Oxosuberate"
"cpd16399"	"3-Carbamoyl-2-phenylpropionic acid"	"3-Carbamoyl-2-phenylpropionic acid"
"cpd16400"	"Atropaldehyde"	"Atropaldehyde"
"cpd16401"	"4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one"	"4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one"
"cpd16402"	"5-Phenyl-1,3-oxazinane-2,4-dione"	"5-Phenyl-1,3-oxazinane-2,4-dione"
"cpd16403"	"1-Hydroxypentane-1,2,5-tricarboxylate"	"1-Hydroxypentane-1,2,5-tricarboxylate"
"cpd16404"	"1-Hydroxyhexane-1,2,6-tricarboxylate"	"1-Hydroxyhexane-1,2,6-tricarboxylate"
"cpd16405"	"2-Hydroxycarbamazepine"	"2-Hydroxycarbamazepine"
"cpd16406"	"3-Hydroxycarbamazepine"	"3-Hydroxycarbamazepine"
"cpd16407"	"2,3-Dihydroxycarbamazepine"	"2,3-Dihydroxycarbamazepine"
"cpd16408"	"2-Hydroxyiminostilbene"	"2-Hydroxyiminostilbene"
"cpd16409"	"2H-Dibenz[b,f]azepin-2-one"	"2H-Dibenz[b,f]azepin-2-one"
"cpd16410"	"Carbamazepine-o-quinone"	"Carbamazepine-o-quinone"
"cpd16411"	"Citalopram N-oxide"	"Citalopram N-oxide"
"cpd16412"	"Demethylcitalopram"	"Demethylcitalopram"
"cpd16413"	"Didemethylcitalopram"	"Didemethylcitalopram"
"cpd16414"	"Citalopram propionic acid"	"Citalopram propionic acid"
"cpd16415"	"Citalopram alcohol"	"Citalopram alcohol"
"cpd16416"	"Citalopram aldehyde"	"Citalopram aldehyde"
"cpd16417"	"6-Thiourate"	"6-Thiourate"
"cpd16418"	"6-Methylmercaptopurine"	"6-Methylmercaptopurine"
"cpd16419"	"6-Methylthioinosine-5'-monophosphate"	"6-Methylthioinosine-5'-monophosphate"
"cpd16420"	"6-Thioinosine-5'-diphosphate"	"6-Thioinosine-5'-diphosphate"
"cpd16421"	"6-Thioinosine-5'-triphosphate"	"6-Thioinosine-5'-triphosphate"
"cpd16422"	"6-Thioxanthine 5'-monophosphate"	"6-Thioxanthine 5'-monophosphate"
"cpd16423"	"6-Thioguanosine monophosphate"	"6-Thioguanosine monophosphate"
"cpd16424"	"6-Methylthioguanosine monophosphate"	"6-Methylthioguanosine monophosphate"
"cpd16425"	"1-Methyl-4-nitroimidazole"	"1-Methyl-4-nitroimidazole"
"cpd16426"	"Diacetylhydrazine"	"Diacetylhydrazine"
"cpd16427"	"Isonicotinylglycine"	"Isonicotinylglycine"
"cpd16428"	"Isoniazid pyruvate"	"Isoniazid pyruvate"
"cpd16429"	"Isoniazid alpha-ketoglutaric acid"	"Isoniazid alpha-ketoglutaric acid"
"cpd16430"	"Albendazole sulfone"	"Albendazole sulfone"
"cpd16431"	"Albendazole-2-aminosulfone"	"Albendazole-2-aminosulfone"
"cpd16432"	"Albendazole-beta-hydroxysulphone"	"Albendazole-beta-hydroxysulphone"
"cpd16433"	"Albendazole-gamma-hydroxysulphone"	"Albendazole-gamma-hydroxysulphone"
"cpd16434"	"5-Fluorodihydrouracil"	"5-Fluorodihydrouracil"
"cpd16435"	"2-Fluoro-3-ureidopropionic acid"	"2-Fluoro-3-ureidopropionic acid"
"cpd16436"	"alpha-Fluoro-beta-alanine"	"alpha-Fluoro-beta-alanine"
"cpd16437"	"5-Fluorouridine"	"5-Fluorouridine"
"cpd16438"	"5-Fluorouridine monophosphate"	"5-Fluorouridine monophosphate"
"cpd16439"	"5'-Deoxy-5-fluorocytidine"	"5'-Deoxy-5-fluorocytidine"
"cpd16440"	"tRNA(Sec)"	"tRNA(Sec)"
"cpd16441"	"5-Deoxyribose-1-phosphate"	"5-Deoxyribose-1-phosphate"
"cpd16442"	"O-Phosphoseryl-tRNA(Sec)"	"O-Phosphoseryl-tRNA(Sec)"
"cpd16443"	"beta-D-Ribofuranose"	"beta-D-Ribofuranose"
"cpd16444"	"CAI-1"	"CAI-1"
"cpd16445"	"Irinotecan"	"Irinotecan"
"cpd16446"	"Morphine-3-glucuronide"	"Morphine-3-glucuronide"
"cpd16447"	"1-(3,4-Dimethoxyphenyl)ethane-1,2-diol"	"1-(3,4-Dimethoxyphenyl)ethane-1,2-diol"
"cpd16448"	"(13Z,16Z)-Docosadi-13,16-enoyl-CoA"	"(13Z,16Z)-Docosadi-13,16-enoyl-CoA"
"cpd16449"	"N,N-Diethylglycine"	"N,N-Diethylglycine"
"cpd16450"	"4-Ene-VPA"	"4-Ene-VPA"
"cpd16451"	"4-OH-VPA"	"4-OH-VPA"
"cpd16452"	"5-OH-VPA"	"5-OH-VPA"
"cpd16453"	"3-OH-VPA"	"3-OH-VPA"
"cpd16454"	"3-Keto-VPA"	"3-Keto-VPA"
"cpd16455"	"2-Ene-VPA"	"2-Ene-VPA"
"cpd16456"	"3-Ene-VPA"	"3-Ene-VPA"
"cpd16457"	"4-Keto-VPA"	"4-Keto-VPA"
"cpd16458"	"2,4-Diene-VPA"	"2,4-Diene-VPA"
"cpd16459"	"2-PSA"	"2-PSA"
"cpd16460"	"2-PGA"	"2-PGA"
"cpd16461"	"EMDP"	"EMDP"
"cpd16462"	"nor-LAAM"	"nor-LAAM"
"cpd16463"	"dinor-LAAM"	"dinor-LAAM"
"cpd16464"	"Tryparedoxin"	"Tryparedoxin"
"cpd16465"	"Tryparedoxin disulfide"	"Tryparedoxin disulfide"
"cpd16466"	"12-Methyltetradecanoic acid"	"12-Methyltetradecanoic acid"
"cpd16467"	"Vanillylamine"	"Vanillylamine"
"cpd16468"	"1,2-Dimyristyl-sn-glycerol"	"1,2-Dimyristyl-sn-glycerol"
"cpd16469"	"Polynucleotide 5'-diphosphate"	"Polynucleotide 5'-diphosphate"
"cpd16470"	"3,6-Dihydronicotinic acid"	"3,6-Dihydronicotinic acid"
"cpd16471"	"Benzylpenicilloic acid"	"Benzylpenicilloic acid"
"cpd16472"	"Isoglutamine"	"Isoglutamine"
"cpd16473"	"Formylisoglutamine"	"Formylisoglutamine"
"cpd16474"	"N6-Alkylaminopurine-9-beta-D-glucoside"	"N6-Alkylaminopurine-9-beta-D-glucoside"
"cpd16475"	"all-trans-4-Hydroxyretinoic acid"	"all-trans-4-Hydroxyretinoic acid"
"cpd16476"	"all-trans-4-Oxoretinoic acid"	"all-trans-4-Oxoretinoic acid"
"cpd16477"	"all-trans-18-Hydroxyretinoic acid"	"all-trans-18-Hydroxyretinoic acid"
"cpd16478"	"all-trans-5,6-Epoxyretinoic acid"	"all-trans-5,6-Epoxyretinoic acid"
"cpd16479"	"9-cis-Retinal"	"9-cis-Retinal"
"cpd16480"	"9-cis-Retinol"	"9-cis-Retinol"
"cpd16481"	"4-Oxoretinol"	"4-Oxoretinol"
"cpd16482"	"Phosphomannan mannosephosphate"	"Phosphomannan mannosephosphate"
"cpd16483"	"5-L-Glutamyl-D-glutamyl-peptide"	"5-L-Glutamyl-D-glutamyl-peptide"
"cpd16484"	"DNA 2,6-diamino-5-formamido-3,4-dihydro-4-oxopyrimidine"	"DNA 2,6-diamino-5-formamido-3,4-dihydro-4-oxopyrimidine"
"cpd16485"	"Mannopine"	"Mannopine"
"cpd16486"	"Plastoquinol"	"Plastoquinol"
"cpd16487"	"Plastoquinone-1"	"Plastoquinone-1"
"cpd16488"	"Generic lipid content"	"Generic lipid content"
"cpd16489"	"Gram negative cell wall"	"Gram negative cell wall"
"cpd16490"	"Gram positive cell wall"	"Gram positive cell wall"
"cpd16491"	"Mercury mercaptide"	"Mercury mercaptide"
"cpd16492"	"Reduced insulin"	"Reduced insulin"
"cpd16493"	"4-O-beta-D-Glucosyl-sinapate"	"4-O-beta-D-Glucosyl-sinapate"
"cpd16494"	"DL-Glyceryl 1-phosphate"	"DL-Glyceryl 1-phosphate"
"cpd16495"	"Oligouronide with 4-deoxy-alpha-L-erythro-hex-4-enopyranuronosyl group"	"Oligouronide with 4-deoxy-alpha-L-erythro-hex-4-enopyranuronosyl group"
"cpd16496"	"R-S-Cysteinylglycine"	"R-S-Cysteinylglycine"
"cpd16497"	"S-Glutaryldihydrolipoamide-E"	"S-Glutaryldihydrolipoamide-E"
"cpd16498"	"Anhalamine"	"Anhalamine"
"cpd16499"	"Glutaral"	"Glutaral"
"cpd16501"	"(R)-Nicotine"	"(R)-Nicotine"
"cpd16502"	"2-Amino-3-methylbenzoate"	"2-Amino-3-methylbenzoate"
"cpd16503"	"Plastoquinol-9"	"Plastoquinol-9"
"cpd16504"	"Dolichotheline"	"Dolichotheline"
"cpd16505"	"1-Indolizidinone"	"1-Indolizidinone"
"cpd16506"	"2-O-(6-Phospho-alpha-mannosyl)-D-glycerate"	"2-O-(6-Phospho-alpha-mannosyl)-D-glycerate"
"cpd16507"	"34dhbald"	"Protocatechualdehyde"
"cpd16508"	"Norbelladine"	"Norbelladine"
"cpd16509"	"4'-O-Methylnorbelladine"	"4'-O-Methylnorbelladine"
"cpd16510"	"N-Demethylnarwedine"	"N-Demethylnarwedine"
"cpd16511"	"Anhalonidine"	"Anhalonidine"
"cpd16512"	"Anhalonine"	"Anhalonine"
"cpd16513"	"4-hydroxydihydrocinnamaldehyde"	"4-hydroxydihydrocinnamaldehyde"
"cpd16514"	"(S)-Autumnaline"	"(S)-Autumnaline"
"cpd16515"	"Isoandrocymbine"	"Isoandrocymbine"
"cpd16516"	"O-Methylandrocymbine"	"O-Methylandrocymbine"
"cpd16517"	"N-Formyldemecolcine"	"N-Formyldemecolcine"
"cpd16518"	"Deacetylcolchicine"	"Deacetylcolchicine"
"cpd16519"	"Floramultine"	"Floramultine"
"cpd16520"	"Kreysigine"	"Kreysigine"
"cpd16521"	"2-Oxo-1,2-dihydroquinoline-4-carboxylate"	"2-Oxo-1,2-dihydroquinoline-4-carboxylate"
"cpd16522"	"4-Hydroxy-2-quinolone"	"4-Hydroxy-2-quinolone"
"cpd16523"	"Limonoate A-ring-lactone"	"Limonoate A-ring-lactone"
"cpd16524"	"2-[3-Carboxy-3-(dimethylammonio)propyl]-L-histidine"	"2-[3-Carboxy-3-(dimethylammonio)propyl]-L-histidine"
"cpd16525"	"Platydesmine"	"Platydesmine"
"cpd16526"	"Pumiloside"	"Pumiloside"
"cpd16527"	"Strictosamide"	"Strictosamide"
"cpd16528"	"Deoxypumiloside"	"Deoxypumiloside"
"cpd16529"	"Cinchoninone"	"Cinchoninone"
"cpd16530"	"Cinchonamine"	"Cinchonamine"
"cpd16531"	"Quinidinone"	"Quinidinone"
"cpd16532"	"Thyroglobulin L-thyroxine"	"Thyroglobulin L-thyroxine"
"cpd16533"	"Thyroglobulin triiodothyronine"	"Thyroglobulin triiodothyronine"
"cpd16534"	"Thyroglobulin 3,5-diiodotyrosine"	"Thyroglobulin 3,5-diiodotyrosine"
"cpd16535"	"Thyroglobulin 3-Iodotyrosine"	"Thyroglobulin 3-Iodotyrosine"
"cpd16536"	"Thyroglobulin L-tyrosine"	"Thyroglobulin L-tyrosine"
"cpd16537"	"Thyroglobulin aminoacrylate"	"Thyroglobulin aminoacrylate"
"cpd16538"	"Corynantheal"	"Corynantheal"
"cpd16540"	"5-Deoxy glucuronic acid"	"5-Deoxy glucuronic acid"
"cpd16541"	"Ester sulfate"	"Ester sulfate"
"cpd16542"	"Allohydroxy-L-lysine"	"Allohydroxy-L-lysine"
"cpd16543"	"Phosphoallohydroxy-L-lysine"	"Phosphoallohydroxy-L-lysine"
"cpd16544"	"Spongothymidine"	"Spongothymidine"
"cpd16545"	"Spongouridine"	"Spongouridine"
"cpd16546"	"Spergualin"	"Spergualin"
"cpd16547"	"Patulin"	"Patulin"
"cpd16548"	"Acetylgitaloxin"	"Acetylgitaloxin"
"cpd16549"	"Acetylintermedine"	"Acetylintermedine"
"cpd16550"	"Aflatoxin B2"	"Aflatoxin B2"
"cpd16551"	"Aflatoxin G2"	"Aflatoxin G2"
"cpd16552"	"Aflatoxin G1"	"Aflatoxin G1"
"cpd16553"	"Aflatoxin M1"	"Aflatoxin M1"
"cpd16554"	"(Z)-Ajoene"	"(Z)-Ajoene"
"cpd16555"	"(E)-Ajoene"	"(E)-Ajoene"
"cpd16556"	"S-Allyl-L-cysteine"	"S-Allyl-L-cysteine"
"cpd16557"	"Aloe emodin anthrone"	"Aloe emodin anthrone"
"cpd16558"	"Neosurugatoxin"	"Neosurugatoxin"
"cpd16559"	"Luteoskyrin"	"Luteoskyrin"
"cpd16560"	"Rugulosin"	"Rugulosin"
"cpd16561"	"Citrinin"	"Citrinin"
"cpd16562"	"Citreoviridin"	"Citreoviridin"
"cpd16563"	"Pyriculol"	"Pyriculol"
"cpd16564"	"Toxoflavine"	"Toxoflavine"
"cpd16565"	"Coronatine"	"Coronatine"
"cpd16566"	"Panaxytriol"	"Panaxytriol"
"cpd16567"	"Difenacoum"	"Difenacoum"
"cpd16568"	"Isosilybin"	"Isosilybin"
"cpd16569"	"Isovaltrate"	"Isovaltrate"
"cpd16570"	"Bioresmethrin"	"Bioresmethrin"
"cpd16571"	"Valeranone"	"Valeranone"
"cpd16572"	"alpha-Cadinene"	"alpha-Cadinene"
"cpd16573"	"Ophiobolene"	"Ophiobolene"
"cpd16574"	"Neotigogenin"	"Neotigogenin"
"cpd16575"	"k-Strophanthin-beta"	"k-Strophanthin-beta"
"cpd16576"	"Guvacoline"	"Guvacoline"
"cpd16577"	"9-Aminocamptothecin"	"9-Aminocamptothecin"
"cpd16578"	"Distigmine"	"Distigmine"
"cpd16579"	"Selenoprotein"	"Selenoprotein"
"cpd16580"	"Neomenthyl acetate"	"Neomenthyl acetate"
"cpd16581"	"p-Coumaroyl-D-glucose"	"p-Coumaroyl-D-glucose"
"cpd16582"	"Caffeoquinone"	"Caffeoquinone"
"cpd16583"	"gamma-Humulene"	"gamma-Humulene"
"cpd16584"	"Protein N6-(dihydrolipoyl)lysine"	"Protein N6-(dihydrolipoyl)lysine"
"cpd16585"	"beta-Phenylalanoyl-CoA"	"beta-Phenylalanoyl-CoA"
"cpd16586"	"1-Pentanol"	"1-Pentanol"
"cpd16587"	"Succindialdehyde"	"Succindialdehyde"
"cpd16588"	"1,4'-Bipiperidine-1'-carboxylic acid"	"1,4'-Bipiperidine-1'-carboxylic acid"
"cpd16589"	"4-Amino-1-piperidinecarboxylic acid"	"4-Amino-1-piperidinecarboxylic acid"
"cpd16590"	"Alternariol"	"Alternariol"
"cpd16591"	"Squalamine"	"Squalamine"
"cpd16592"	"Deoxynojirimycin"	"Deoxynojirimycin"
"cpd16594"	"3-OHACYL-ACP_LPS"	"3-hydroxyacyl-acp"
"cpd16595"	"ACYL-ACP_LPS"	"generic acyl-acp for lipopolysaccharides"
"cpd16596"	"ACYL-ACP_PL"	"generic acyl-acp for phospholipids"
"cpd16597"	"ACYL-ACP_TAG"	"generic acyl-acp for triacylglycerols"
"cpd16598"	"ACYL-COA_TAG"	"generic acyl-coa for triacylglycerols"
"cpd16599"	"ACYL-COA_WAX"	"generic acyl-coa for wax esters"
"cpd16600"	"ACYL-OH_WAX"	"generic acyl alcohol for wax esters"
"cpd16601"	"AFATTYACID_FREE_W"	"generic fatty acid chain for free molecules (mass)"
